City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
wagar,80,US,1557098320,74,31.44,-87.99,77.0,1.01
alice town,79,BS,1557098058,82,25.72,-79.3,80.6,12.21
djambala,100,CG,1557098325,89,-2.55,14.76,73.4,5.35
norman wells,40,CA,1557093600,35,65.28,-126.83,42.8,14.99
ambovombe,0,MG,1557098325,84,-25.18,46.09,76.64,10.63
batagay-alyta,64,RU,1557098326,95,67.8,130.41,22.64,3.56
herat,19,AF,1557098144,26,34.35,62.22,67.28,4.21
jian,0,IN,1557098327,53,25.65,87.89,77.72,3.49
kollam,20,IN,1557095400,79,8.88,76.6,84.2,6.93
gazanjyk,0,TM,1557098327,62,39.24,55.52,70.7,5.86
kon tum,87,VN,1557098328,87,14.36,108.0,74.84,1.57
kambove,47,CD,1557098328,96,-10.88,26.6,60.8,4.81
sao filipe,0,CV,1557098328,83,14.9,-24.5,72.14,21.43
ismailia,47,EG,1557098099,14,30.6,32.27,81.86,10.09
lipari,40,IT,1557098243,62,38.47,14.95,59.0,8.05
kilindoni,98,TZ,1557098329,83,-7.91,39.67,80.96,16.8
pachino,0,IT,1557098286,67,36.72,15.09,49.46,20.6
morehead,1,US,1557098180,63,38.18,-83.43,68.0,2.95
sinop,78,TR,1557098330,57,42.03,35.15,65.3,5.1
sabinov,90,SK,1557098202,75,49.1,21.1,44.6,24.16
maryville,1,US,1557098130,10,40.35,-94.87,78.01,13.87
sirmaur,0,IN,1557098331,10,24.84,81.37,87.26,5.44
kaizuka,75,JP,1557098085,68,34.43,135.36,71.01,3.36
barahona,40,DO,1557093600,66,18.21,-71.1,84.2,13.87
santiago del estero,14,AR,1557098332,78,-27.8,-64.26,74.3,9.28
bhadrak,0,IN,1557098332,88,21.06,86.51,81.68,5.39
sovetskiy,100,RU,1557098332,89,56.76,48.47,53.78,6.73
gornoye loo,47,RU,1557097818,72,43.72,39.61,60.8,11.18
tokur,100,RU,1557098333,55,53.13,132.9,36.86,10.09
mackay,90,CA,1557097200,69,53.65,-115.58,42.8,8.05
odemira,32,PT,1557098134,84,37.6,-8.64,57.0,1.01
los llanos de aridane,75,ES,1557098142,63,28.66,-17.92,64.4,8.05
nishihara,75,JP,1557098333,67,35.74,139.53,69.01,3.36
port-gentil,20,GA,1557097200,88,-0.72,8.78,80.6,6.93
sisimiut,24,GL,1557098334,79,66.94,-53.67,37.58,9.22
yeppoon,0,AU,1557095400,45,-23.13,150.74,66.2,3.36
lufkin,20,US,1557098312,57,31.34,-94.73,84.0,5.82
naliya,0,IN,1557098336,77,23.26,68.83,79.88,10.0
constitucion,75,MX,1557097217,6,23.99,-104.67,82.4,16.11
saint andrews,93,NZ,1557098048,97,-44.53,171.19,57.0,4.0
rio das pedras,20,BR,1557098101,65,-22.84,-47.6,78.01,5.82
healdsburg,40,US,1557098328,59,38.61,-122.87,71.01,14.99
luderitz,28,NA,1557093600,100,-26.65,15.16,55.4,4.7
senneterre,20,CA,1557093600,24,48.39,-77.24,66.2,11.41
san pablo,40,PH,1557098117,83,14.07,121.33,84.99,9.17
ngaoundere,99,CM,1557098339,82,7.32,13.58,72.86,4.92
auka,20,HN,1557093600,70,14.93,-83.83,86.0,5.82
padang,40,ID,1557093600,94,-0.92,100.36,75.2,1.12
zhigansk,0,RU,1557098340,82,66.77,123.37,20.12,1.1
chino valley,1,US,1557098305,13,34.76,-112.45,82.0,13.87
sailana,0,IN,1557098341,50,23.46,74.92,83.48,11.7
tuatapere,100,NZ,1557097806,98,-46.13,167.69,53.01,14.09
port shepstone,95,ZA,1557098341,82,-30.74,30.45,62.06,4.65
glendive,90,US,1557098100,93,47.11,-104.71,35.6,9.17
clyde river,75,CA,1557097200,92,70.47,-68.59,23.0,17.22
lazaro cardenas,40,MX,1557097892,18,28.39,-105.62,88.0,9.17
mugur-aksy,94,RU,1557098343,56,50.38,90.44,26.24,3.91
kuching,75,MY,1557095400,100,1.56,110.34,75.2,1.88
mabay,75,CU,1557093000,58,20.35,-76.78,87.8,12.75
fort morgan,79,US,1557098243,12,40.25,-103.8,77.0,6.6
yar-sale,19,RU,1557098343,84,66.83,70.83,30.2,12.75
lorengau,98,PG,1557098299,86,-2.02,147.27,82.04,8.7
sukhobezvodnoye,0,RU,1557098344,87,57.05,44.89,51.98,5.01
taltal,4,CL,1557098344,60,-25.41,-70.49,65.48,3.91
mangaluru,20,IN,1557095400,74,12.87,74.84,80.6,3.36
bluefields,75,NI,1557093600,79,12.01,-83.77,84.2,4.7
mozarlandia,24,BR,1557098345,72,-14.74,-50.57,78.08,1.57
meulaboh,100,ID,1557098345,75,4.14,96.13,80.06,8.77
maragogi,36,BR,1557098345,85,-9.01,-35.22,73.58,2.59
zilair,100,RU,1557098346,57,52.23,57.44,53.06,8.28
ambilobe,43,MG,1557098346,72,-13.19,49.05,74.84,9.53
tokonou,61,GN,1557098346,66,9.65,-9.78,79.52,6.35
seoul,1,KR,1557096600,27,37.57,126.98,53.6,5.82
pemex,100,MX,1557098346,48,18.44,-96.35,91.94,6.91
necochea,55,AR,1557097889,92,-38.55,-58.74,57.0,1.01
takoradi,88,GH,1557098347,88,4.89,-1.75,79.34,3.24
kropotkin,60,RU,1557098347,87,45.43,40.58,51.8,7.52
bolobo,100,CD,1557098347,87,-2.17,16.23,77.0,3.36
riyadh,0,SA,1557093600,54,24.63,46.72,80.6,3.36
zaysan,65,KZ,1557098348,58,47.47,84.87,45.86,7.83
tongchuan,90,CN,1557093600,77,34.9,108.95,59.0,11.18
anqing,99,CN,1557098349,60,30.51,117.04,64.94,17.78
corpus christi,1,US,1557098044,74,27.8,-97.4,84.99,12.75
cap malheureux,40,MU,1557098339,78,-19.98,57.61,78.8,11.41
khuzdar,0,PK,1557098349,13,27.8,66.62,68.54,3.18
flin flon,40,CA,1557093600,51,54.77,-101.88,37.4,4.7
ballina,78,IE,1557098292,89,54.11,-9.15,45.0,1.01
palmer,20,AU,1557098299,93,-34.85,139.16,55.99,5.01
chhabra,0,IN,1557098350,19,24.67,76.85,87.98,11.36
tshela,100,CD,1557098351,98,-4.99,12.94,75.38,0.81
solnechnyy,99,RU,1557098351,88,50.72,136.64,35.24,5.57
dali,81,CN,1557098351,85,25.6,100.24,59.36,3.44
sorland,36,NO,1557098352,61,67.67,12.69,38.3,16.91
kaseda,75,JP,1557098323,87,31.42,130.32,66.99,4.7
parana,20,BR,1557093600,83,-7.52,-72.89,82.4,0.81
ponta delgada,20,PT,1557098033,72,37.73,-25.67,60.8,6.93
sydney,20,AU,1557098161,62,-33.85,151.22,64.0,14.99
lethem,81,GY,1557098353,54,3.38,-59.8,87.08,14.61
robertsport,100,LR,1557098353,83,6.75,-11.37,81.32,5.48
kungurtug,91,RU,1557098354,28,50.6,97.53,41.72,0.87
mitu,88,IR,1557098354,69,36.2,46.09,44.96,4.5
honggang,76,CN,1557098354,66,29.51,114.87,66.56,5.5
davila,75,PH,1557093600,100,18.47,120.58,77.0,2.24
mingyue,2,CN,1557098354,25,43.11,128.91,44.06,12.57
saiha,20,IN,1557098355,90,22.49,92.98,74.48,1.68
naze,40,NG,1557093600,88,5.43,7.07,78.8,4.47
coquimbo,0,CL,1557098220,87,-29.95,-71.34,70.0,4.7
anadyr,90,RU,1557097989,80,64.73,177.51,32.0,2.24
omboue,96,GA,1557098356,83,-1.57,9.26,82.22,10.51
leningradskiy,74,RU,1557098356,84,69.38,178.42,23.9,10.0
dudinka,75,RU,1557095400,92,69.41,86.18,23.0,33.55
kaduy,75,RU,1557095400,100,59.2,37.15,44.6,2.24
esil,73,KZ,1557098357,37,51.96,66.41,56.66,6.87
linxia,100,CN,1557098358,92,35.6,103.21,43.16,6.06
macusani,73,PE,1557098358,96,-14.07,-70.43,36.5,1.95
purgstall,97,AT,1557098314,89,48.06,15.14,41.0,1.01
tianpeng,100,CN,1557098358,82,28.88,112.34,65.12,5.66
san rafael,64,AR,1557098107,46,-34.61,-68.33,54.86,2.46
svetlogorsk,40,RU,1557095400,66,53.14,59.15,53.6,6.71
gisenyi,86,CD,1557098361,97,-1.69,29.26,57.02,4.29
biak,100,ID,1557098361,91,-0.91,122.88,70.52,1.01
pecos,75,US,1557097947,47,31.42,-103.49,82.4,25.28
sola,75,NO,1557098288,86,58.89,5.65,41.0,9.17
galesong,20,ID,1557095400,94,-5.32,119.37,77.0,2.24
nemuro,46,JP,1557098362,88,43.32,145.57,48.02,18.54
ryotsu,75,JP,1557094800,93,38.08,138.43,66.2,4.7
vilhena,75,BR,1557093600,88,-12.74,-60.15,77.0,5.82
madison,40,US,1557098121,52,43.07,-89.38,71.6,8.05
ninghai,80,CN,1557098360,88,29.29,121.42,69.01,6.71
norman,75,US,1557097993,61,35.22,-97.44,79.0,12.75
damara,98,CF,1557098366,81,4.96,18.7,76.28,4.23
saint-augustin,0,FR,1557098289,75,44.83,-0.61,44.01,4.83
saint-georges,65,CA,1557098235,51,46.12,-70.67,60.01,7.07
